customer_tweet_id,customer_text,response_text,gold_intent,label_status
737963,"@115850 you can investigate or do whatever you want. But please arrange ""Pure &amp; sure organic soya flour, 1 kg"" immediately for me.",@274981 Our team is looking into your concern and will reach out to you soon. We'd appreciate your understanding. ^MA,feature_howto,SEED_REVIEW_REQUIRED
418786,As a prime member my guaranteed deliveries are often delayed. Any one experiencing same issue ? #AmazonIndia @115850 https://t.co/DbkR3xMCC3,@214883 Apologies for the ordeal. Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll contact you. ^GS,prime_subscription,SEED_REVIEW_REQUIRED
603188,Comprar @3977 a través de @116928 lo venden y me dicen q no hay stock y no me dan un plazo de entrega 🧐 que no depende de ellos...No es muy normal 😤!!!,"@263282 Hola Alex, puedes indicarnos ¿cuando realizaste el pedido te indicamos una fecha de entrega en el correo electrónico de confirmación? ¿El artículo indicaba estaba disponible en el momento de la compra? Puedes encontrar más información aquí:  https://t.co/ocVRT0G3Fm. ^MZ",product_purchase,SEED_REVIEW_REQUIRED
218170,@AmazonHelp I cannot login to my amazon account even if my password is correct.What is going on?,"@168015 Yikes! I'm sorry about troubles logging in, Hamdi! We want to look into this, so can you confirm which site you order from? ^FR",account_access,SEED_REVIEW_REQUIRED
115960,"Hey @AmazonHelp @116316  

Normaler, deutscher Account hier in Deutschland ohne VPN - was ist da falsch?! 
Neuinstallation inkl. Neuem Login hilft nicht. https://t.co/hbF8uGDZ4w","@141822 Hi, hast du eine deutsche Rechnungsadresse und eine deutsche Zahlungsart in deinem Kundenkonto hinterlegt? Gruß ^MI",account_access,SEED_REVIEW_REQUIRED
631615,"@AmazonHelp I managed to reapply for Prime, and then get it switched to  Student Prime. In the meantime, even though there were the correct funds in the preferred payment method, you proceeded to take it out of the wrong card - £79 on 18/11, £79 on 22/11, &amp; £39 on 23/11 - causing that to /1","@199862 Hello, I'm sorry to hear of this. We can not discuss payment details over a public platform like Twitter so would need you to contact us directly for further assistance  https://t.co/hApLpMlfHN ^KK",prime_subscription,SEED_REVIEW_REQUIRED
423982,@AmazonHelp Where is that on the website?,@215932 you can click on the link I sent you :) ^AS,app_service_failure,SEED_REVIEW_REQUIRED
558439,@AmazonHelp how do I lock the screen on a Fire 8 while my kids are watching a movie to stop them pausing it etc??,"@197677 Though this is not currently a feature, we'd love to hear your suggestions for improvement! Please send us an e-mail at: __email__ ^ST",content_media,SEED_REVIEW_REQUIRED
684714,"@AmazonHelp I already shared, Please give a call at 9748605900","@283430 Also, please don't provide your account details, we consider it to be personal info. Our page is visible to the public. 2/2^SF",other_escalate,SEED_REVIEW_REQUIRED
130862,@AmazonHelp Full of fraudulent practice https://t.co/KtFfjQmiSx,@145540 Could you confirm sharing your details in the link provided earlier? ^GK,security_privacy,SEED_REVIEW_REQUIRED
132578,@AmazonHelp Okay. Thanks. Have removed my tweet. Have logged in and already sent the mail to your customer service team. Please do the needful asap.,@145911 Our support team has already responded to your query here: https://t.co/DTSNmGldJf kindly check it and reply to that email correspondence if you have any concerns. ^SC,account_access,SEED_REVIEW_REQUIRED
249947,@AmazonHelp Hola! Ya vi que no hay error. Leí las condiciones y el cupón es aplicable para descuentos con productos vendidos por AmazonMx. Mil gracias!,"@175395 Con mucho gusto, Fa. Cualquier consulta adicional, no dudes en contactarnos. ¡Saludos! ^LG",app_service_failure,SEED_REVIEW_REQUIRED
524899,"@AmazonHelp My carrier is Canada Post - I have checked on the package and it has been ""Out for Delivery"" for two days now. What I would like is the order to be completely re-shipped with same-day delivery so I could receive it later today (Saturday).",@241393 Please get in touch with us here: https://t.co/Q7Ftz6ETZy and we'd be more than happy to review available options with you. ^EZ,order_delivery,SEED_REVIEW_REQUIRED
726341,@AmazonHelp Hello! Please help me in refund process regarding order id ORDER # 406-3211100-8146769 ..,"@146868 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to the public. ^AK 2/2",refund_return,SEED_REVIEW_REQUIRED
246340,@AmazonHelp my girlfriend was expecting a parcel. What is she supposed to do with this? https://t.co/xpu7tOcbz1,"@174519 I'm sorry for the delivery issue, Martin. Please contact us here: https://t.co/JzP7hlA23B, so we can take a look into this. ^CE",order_delivery,SEED_REVIEW_REQUIRED
497349,@AmazonHelp Ordered an one plus 5t n made payment still they canceled my order.. not done at all ...,@233686 I'm sorry about the situation with your order. Order cancellations are followed by an email with the reason of cancellation. Kindly check the same here: https://t.co/ubzNHWZvL2 ^RB,billing_payment,SEED_REVIEW_REQUIRED
232447,@AmazonHelp Yes!!! I don't understand what happened!! How can I get my money back/cancel the order?? I can order it again &amp; have it here next week...,"@171331 if your order hasn't shipped and isn't too far along in the shipping process, you can cancel here: https://t.co/Y5jpI9gRhE ^JE",feature_howto,SEED_REVIEW_REQUIRED
224635,"@AmazonHelp Thanks.. But Echo says, it will work with Prime Music.. How can I play it?",@169671 Sorry for the hassle. May I know which device you are having? ^SB,feature_howto,SEED_REVIEW_REQUIRED
382336,@AmazonHelp IT'S BEEN ALMOST A MONTH AND I STILL STRUGGLING WITH A REFUND U OFFERED ME BC MY ACCOUNT WAS HACKED. NO ONE IS CONTACTING ME.,@206646 When did you last receive an email from the Account Specialist team?^CD,security_privacy,SEED_REVIEW_REQUIRED
529202,"I subscribed to Amazon prime in july17 but after I signed out of the app and signed in again after sometime, it is asking me again to pay for it. I need help @116618 @8623 @AmazonHelp",@242533 Are you using the same login credentials of the Amazon Prime account ? ^GK,prime_subscription,SEED_REVIEW_REQUIRED
493409,@AmazonHelp I’ve done the real time stuff for the last 4 days!,@232629 I completely understand! We do not have access to your account details here at twitter due to security reasons. If you would prefer you can contact the carrier directly https://t.co/FxIvB3qIKw ^DJ,other_escalate,SEED_REVIEW_REQUIRED
318442,"@AmazonHelp @115850 
Now giving illogical excuses to deny return my money(topup of Amazon pay balance).
#WorstExcusesForCheating","@191975 Apologies for the inconvenience. However, the resolution provided to you via email is the best we can do at the moment. ^AP",refund_return,SEED_REVIEW_REQUIRED
181204,"@AmazonHelp I’ve tried that already. That’s what my original tweet was complaining about? I asked her to speak to someone else and she said I’d get told the same by anyone else there. But she never actually told me anything that made any sense (she was lovely and polite though, just no help)","@158549 Thanks for reaching out to us! We don't have access to your account via Twitter.  
Whenever you have the time, try contacting us via phone or chat here: https://t.co/6f9T7pbTKL  We'd be better able to assist in real-time ^MO",security_privacy,SEED_REVIEW_REQUIRED
641804,@115830 You've taken payment thrice from me and I've still not got any goods to show. Shoddy service!,"@140399 Sorry to hear you've had this experience! Have we missed the expected delivery date on these orders? Could you please clarify a bit more about what's happened? Exclude personal or account information, please. ^JE",billing_payment,SEED_REVIEW_REQUIRED
25931,@AmazonHelp Screenshot wurde vor 10 Minuten gemacht :) Danke für die schnelle Rückmeldung.,@121658 Gerne.,other_escalate,SEED_REVIEW_REQUIRED
758368,@137341 Send to Kindle seems to be down. Are you guys working on it?,"@301215 That shouldn't be the case, Abhijeet. Kindly report this to our Kindle support team, here: https://t.co/tc3VJIYzxn ^MA",device_setup,SEED_REVIEW_REQUIRED
149240,@AmazonHelp I asked last week but never got a reply.. how do i know what my amazon balance is... not giftcard balance,"@149996 Are you referring to a promotional credit offered by an agent? If so, you're unable to view the balance in your account. When you place an eligible order the balance will automatically apply: https://t.co/5KiRsj028j ^RA",feature_howto,SEED_REVIEW_REQUIRED
656847,"@AmazonHelp if payment done by credit card, and order cancelled. how and when refund ????","@276302 Refunds are cleared in 3-5 business days, depending on the bank's processing time. ^CB",billing_payment,SEED_REVIEW_REQUIRED
597943,"@AmazonHelp yup. That's what we tried. On the receiving end they see this, when they are logged in https://t.co/JpL9J9QWuN","@261760 We'd like to look into this in real-time with you! When you can, please reach us here: https://t.co/hApLpMlfHN so that we can take a closer look. ^AB",account_access,SEED_REVIEW_REQUIRED
137125,@AmazonHelp The ‘buy tickets’ button doesn’t work on mobile or desktop and I think the date is incorrect too https://t.co/fYbEUuL5fS,@146922 Please reach out to us directly here: https://t.co/JzP7hlA23B and we can look into this further.^PK,app_service_failure,SEED_REVIEW_REQUIRED
311608,@AmazonHelp I never received an email telling me why it was delayed. I had to go on to the website to see that it wasn't arriving today.,@190408 We'd like to look into our available options. Please reach us here: https://t.co/hApLpMlfHN ^AG,app_service_failure,SEED_REVIEW_REQUIRED
102964,"@AmazonHelp Tout à fait, depuis samedi dernier.","@138645 Alors soyez assuré que votre requête est en cours de traitement, et que vous serez recontacté dès que possible afin de vous informer de la résolution du problème.
^SA",other_escalate,SEED_REVIEW_REQUIRED
328464,Well done @115830 @AmazonHelp for delivering Xmas presents inc kindle fire 8 and leaving them in our food waste bin on the drive 👏🏼👏🏼👏🏼,"@194316 Oh no! I'm sorry we left your packages in your bin, Kelvin! Were you able to retrieve them? Were they damaged? ^LB",device_setup,SEED_REVIEW_REQUIRED
605109,@AmazonHelp Tried 3 times but getting an error while submitting the form. You can reach out to me at +91 888 628 0003 b/w 8:00 AM &amp; 8:00 PM IST.,"@263833 Twitter being a social media platform, we wouldn't be able to contact you directly from here, Govind. However, could you let us know about the error message that you are seeing while filling the form so that we can assist you accordingly? ^NK",app_service_failure,SEED_REVIEW_REQUIRED
145856,@AmazonHelp https://t.co/xdVvpJN9G4 cuando yo lo compré estaba a 26€,@149079 ¿Nos podrías decir si el producto que compraste es vendido por Amazon o por uno de nuestros vendedores externos? ^KA,other_escalate,SEED_REVIEW_REQUIRED
214324,@AmazonHelp girl i used my aunts amazon prime to order stuff and instead of the monthly membership charging her card it charged mine:-( this has happened twice,"@166905 I'm sorry to hear about this Anye, have you tried canceling the Prime to get the charge refunded back to your card? Your Aunt can adjust the Prime membership on her account from the following link: http:https://t.co/WejH9RBhxW. ^PJ",billing_payment,SEED_REVIEW_REQUIRED
319712,@AmazonHelp @115850 15 days past but nither received product nor refunded money to my account from Amazon.,@192220 Sorry for the stretch. Please revert our email for further updates. ^HA,refund_return,SEED_REVIEW_REQUIRED
281364,Ordered Echo Dot. Asked another invite for Echo :P. Can't wait till Nov. Bring it fast please @115850 :),"@183037 for all Amazon customers, but I hope you get the chance to try out our device! (3/3) ^VM",device_setup,SEED_REVIEW_REQUIRED
350620,"@AmazonHelp Echo/Music Unlimited and Prime Video APP (PS4) is not working since yesterday, any ideas when the issues will be fixed? Thanks","@199421 Hi, sorry to hear that. Are you getting any error messages? What Amazon website do you use? https://t.co/1fz78PNFM0? ^JJ",content_media,SEED_REVIEW_REQUIRED
91291,"@AmazonHelp Primer capítulo de la segunda temporada de Mozart in the jungle, el consumismo lo dejo para otro día 😜",@135798 Una serie increíble. ¿Qué es lo que más te ha gustado de Mozart in the Jungle? 😉 ^LG,prime_subscription,SEED_REVIEW_REQUIRED
144031,@AmazonHelp Another notification today to say you can't find my address and still nothing back from Customer Services 😡😡 https://t.co/DwO9WGdEpA,"@137810 Hi, have you checked your emails for a response from our customer service team ? ^CR",other_escalate,SEED_REVIEW_REQUIRED
175441,@116618 Episode 20 of Altair: A Record of Battles on Amazon Strike is missing its subtitles. Please fix this issue.,@157205 Thank you for letting us know about this! I have reported this to the correct team to have this resolved! ^GM,content_media,SEED_REVIEW_REQUIRED
18722,@AmazonHelp Till now I have noticed it in a couple of episodes of mike and molly and also in 'the middle',@120176 Thanks for bringing this to our notice; we'll check and forward this internally for review. ^VN,content_media,SEED_REVIEW_REQUIRED
377044,@AmazonHelp Multiple Prime shipments have missed their “guaranteed” delivery date this week. What gives?,@205460 I'm sorry for the trouble! Can you confirm if there seems to be a common carrier: https://t.co/Y5jpI9gRhE? ^ST,order_delivery,SEED_REVIEW_REQUIRED
487667,"@116875 tengo una pregunta, porque casi no pusieron cosas de navidad :( pensaba comprar absolutamente todo ahi, y casi no hay variedad",@231080 ¡Hola Alejandra! Apenas estamos empezando la época de navidad. Por favor mantente al tanto en nuestra pagina y en nuestras redes sociales. ^NP,other_escalate,SEED_REVIEW_REQUIRED
95421,@120533 @132743 Commande qui devait arrivé aujourd'hui non livré ... rien sur le suivis,"@136748 Bonjour, je suis désolée pour cela. Avez-vous contacté notre SAV à ce sujet ? ^SM",other_escalate,SEED_REVIEW_REQUIRED
264442,"I can confirm, after trying different Internet connections and devices, that @115821 is having #server problems in Austria. #TechProblems https://t.co/7jJH1Y4YoV","@179014 Hi, sorry to hear that, did you update your Amazon Music to the latest software? 
^AS",connectivity,SEED_REVIEW_REQUIRED
510375,Hey @129773 why have you sent my 12yo daughter a 30bday free trial for #amazonprime? https://t.co/uIOhVJzDbZ,@237253 I am unable to access account details over Twitter.  We do want to help you find an answer so please contact us for live support by phone or chat from here:  https://t.co/JzP7hlA23B ^CH,prime_subscription,SEED_REVIEW_REQUIRED
295365,"Dear @115821 @AmazonHelp TWO-day shipping does not mean ""ships two days after ordering."" #prime #primeFAIL",@186346 Hi there! It will take up to two business days after an item ships to reach you with Two-Day Shipping: https://t.co/5E3vCjzEID ^WJ,prime_subscription,SEED_REVIEW_REQUIRED
135043,"@AmazonHelp Wenn man die Internetadresse https://t.co/Mf3oStPJPh eingibt, kommt:

Wir konnten diese Schließfachinformationen nicht herunterladen. Versuchen Sie erneut, den Barcode zu scannen.",@146425 Ich gebe es weiter an meine zuständigen Kollegen. Danke für deine Mühe! ^BL,connectivity,SEED_REVIEW_REQUIRED
384484,@115830 hey amazon my code isn’t work what can I do ????? https://t.co/vEcFXCqFVd,"@207037 Sorry to see that, have you contacted EA in relation to the code issue? ^JJ",feature_howto,SEED_REVIEW_REQUIRED
205008,@AmazonHelp hey Amazon I was supposed to get an album today and then it said it was getting here Friday. But now it says it's out of stock.,@164556 I'm sorry to hear this. We're happy to look into available options here: https://t.co/hApLpMlfHN ^LI,product_purchase,SEED_REVIEW_REQUIRED
757814,@AmazonHelp Password is in correct,"@301091 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ 3/3 ^RD",account_access,SEED_REVIEW_REQUIRED
109847,@AmazonHelp when will I be charged for my order? When it ships?,@140390 Absolutely! We only charge for an order once we are 100% sure it is on its way to you. I hope this information helps! ^JD,billing_payment,SEED_REVIEW_REQUIRED
324250,Nice work @115830 in leaving my package in a “safe place” for the second time this week! #askingtobestolen https://t.co/UicjX0qzXg,@193240 I'm sorry your parcel was left like that! Use the link to contact in so we can take your feedback: https://t.co/dNXwBZPiM6 ^GL,security_privacy,SEED_REVIEW_REQUIRED
52917,"@AmazonHelp I’m planning to in a few minutes, is there a phone number associated with credit card issues? I already spoke to my credit card issuer",@127918 We can help here: https://t.co/hApLpMlfHN Our contact options will be listed after selecting your concern. ^RA,billing_payment,SEED_REVIEW_REQUIRED
580558,@115850 By mistakenly I ended up adding additional funds to @115823. I want to now withdraw the funds in my amazon pay balance back again to my bank account. How do i that?,"@256772 I understand that you want to transfer the amount from Amazon pay balance to bank account. Unfortunately, we do not have that option at the moment. You can check the T&amp;C's here:https://t.co/AbwUdRWBPO for more information. ^PR",feature_howto,SEED_REVIEW_REQUIRED
225257,Do u realise dat its illegal &amp; wrong that you charge 150 fr morning dlvry &amp; then don't deliver?missed mom's birthday gift bc of u @115850,@169809 Sorry about the bad experience. Kindly get in touch with us here: https://t.co/sZNLdf1mfp and we’ll be glad to help you. ^NS,billing_payment,SEED_REVIEW_REQUIRED
141984,"@AmazonHelp No. That is the problem. The last I received is about my order. I tried reset my password couple times, but it didn't help","@148042 Thanks for the update! We'd be happy to help, can you let us know which site you're using (https://t.co/nUUp5MLhYl, https://t.co/ykTUEmdsQA, Amazon.cn, etc.)? ^GS",account_access,SEED_REVIEW_REQUIRED
683007,@AmazonHelp @AmazonHelp i have not heard anything  on this. Please refund my money in my account .,@147817 We have sent our correspondence here: https://t.co/DTSNmGldJf. Request you to check with the same. Please reach us out for additional support. ^CB,refund_return,SEED_REVIEW_REQUIRED
473282,#Amazon  Delivery drivers leave parcels on the step hoping you'll find them before someone else does!,"@227692 Hi, has this happened with a recent order you placed? ^BZ",security_privacy,SEED_REVIEW_REQUIRED
399858,@AmazonHelp cancelled order. Didn't get refund money.,@210542 That's odd. Could you confirm when was the order canceled? ^HD,refund_return,SEED_REVIEW_REQUIRED
518823,"@116618 why blindspot series is not getting updated.
Amazon prime videos are not playing on firestick any solution?","@213144 We add the content on timely basis. Please stay tuned to our website. With regard to fire stick, please reach us from here: https://t.co/rS49hgsbvd &amp; we'll assist you. ^SV",content_media,SEED_REVIEW_REQUIRED
118807,"I think my kindle is breaking 😳😳😳 how can I find out how old it is?? I can't find a date to see when I got it, @AmazonHelp can you help?",@142335 If you ordered it from us you should be able to search your order history here: https://t.co/aaDyEz1VgE,feature_howto,SEED_REVIEW_REQUIRED
254634,"@AmazonHelp I contacted the support number already, I cannot sign in, the email used to sign in was changed","@176520 When reaching out, were we able to offer any information or options on recovering your account? Let us know! ^KJ",account_access,SEED_REVIEW_REQUIRED
724615,"@115850 hello, help me to contact seller regarding order #405-5271888-3954769","@197718 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^KA",product_purchase,SEED_REVIEW_REQUIRED
49144,Can you help me? My account unlock because my billing address. I sented every day my bank statement but noone answer and fix it! @AmazonHelp,@126979 I'm sorry for the account issues! Have you received any further e-mails from an account specialist? ^TR,billing_payment,SEED_REVIEW_REQUIRED
341437,#Amazon #AmazonIndia  Return ordered on 17th Oct.making customer fool. Lost all confidence on #AmazonGreatIndianFestival Pathetic Experience,@197574 Could you please let us know more about what went wrong? We'll definitely look into it. ^PS,refund_return,SEED_REVIEW_REQUIRED
344364,@AmazonHelp pl. Inform mail.id to initiate notice to Amazon for debiting twice in my card account towards prime membership on 29.08 &amp; 29.09,"@197901 That's odd, Srinivas. Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. ^HD",prime_subscription,SEED_REVIEW_REQUIRED
315508,I received a delivered message but where is the package? I have not received it @115850 @11__credit_card__,@191325 That's strange! Kindly get in touch with us here: https://t.co/4lBU9LYvGD and we’ll be glad to help you. ^AG,order_delivery,SEED_REVIEW_REQUIRED
505788,"@116928 vuestra gestión d repartos es lamentable,sin llamada previa,con errores continuados y aún peor ,no ha llegado el paquete y no dais facilidades para q llegue. 2 días trabajando desd casa y m decís q el lunes esté en casa también. D vergüenza,desd el miércoles esperando","@236022 ¡Hola, Clemente! Lamentamos el inconveniente ¿Nos podrías decir cual es la fecha de entrega de tu pedido indicada en el correo de confirmación del mismo? ^DS",app_service_failure,SEED_REVIEW_REQUIRED
396889,@115850 Please kindly make @14768 as a merchant for paying the internet bills using Amazon pay balance. Thank you in advance. 😊,@210011 Thank you for sharing the suggestion. I'll definitely pass this information to our internal team for a review. ^OS,connectivity,SEED_REVIEW_REQUIRED
528234,"@AmazonHelp It's ontrac..... which it says in my original tweet. I've messaged them on their website twice and will be calling tomorrow, as when I called today I sat on hold for 10 minutes and didn't have time to wait. Will be writing a recommendation that Amazon ditches using them as well","@242293 Please keep us posted on this, Ashley. If there is anything you need from our end don't hesitate to ask.^SM",app_service_failure,SEED_REVIEW_REQUIRED
190319,@117804 Viagem para Recife!! 12 horas de bus tinha que ser com um kindle na mão,"@165816 Olá Adriana, o Kindle é como um herói nessas horas! ❤ ^DA",device_setup,SEED_REVIEW_REQUIRED
605131,When @115830  put a hold on money in MY bank account because they are for some reason doing a security check when I haven't authorised or placed an order #nothappy #cheekyorwhat,"@263837 Hi Rob. Have you recently signed up for a trial of Amazon Prime? As we don't have access to account info here, please get in touch - https://t.co/JzP7hlRCV9 we'll be happy to look into this further for you. Keep us posted. ^TP",security_privacy,SEED_REVIEW_REQUIRED
245921,"@115850 pepper spray bottle I ordered from you is defective. Don't even want to try fixing it,with fear of harming myself or someone else.",@174408 Apologies for the trouble. Kindly connect with us here: https://t.co/vlvfJr4nN9 and we'll sort this out for you. ^PB,security_privacy,SEED_REVIEW_REQUIRED
31350,"@AmazonHelp No he raced passed me as I was walking my lo to nursery, after delivering to one of my neighbours.",@122910 We'd like to get more information if possible. Please click the link to contact us:  https://t.co/JzP7hlA23B Thanks. ^EM,device_setup,SEED_REVIEW_REQUIRED
669733,"@AmazonHelp 
Your Amazon.in Order # 407-4829849-8324364
I was seruosly disappoined by @115850 .
Dont buy products in @115850 .
They will enjoy the money and they wont deliver the products at offer price.
They will return the money paid by you after 20 days.","@271126 Looks like you have had an unpleasant experience. Were any of the issues left unaddressed? Do tell us, if you seek any assistance. We are here to help.1/2 ^KK",product_purchase,SEED_REVIEW_REQUIRED
128758,@115850 why your customer care doesn't attend call i will call from yesterday but no response,"@144965 I understand you want to connect with our support team. However, could you tell me your concern so I can assist you accordingly. ^SF",other_escalate,SEED_REVIEW_REQUIRED
509364,"@AmazonHelp Sadly, the item in question is able to be returned. Maybe #Amazon will replace it. 
#CustomerExperience",@129457 We'd like to look into our options with you. Please reach out to us by phone or chat here: https://t.co/EKXRLsnxJu ^GR,refund_return,SEED_REVIEW_REQUIRED
493255,"@AmazonHelp Trusting amazon to deliver the product was biggest mistake, what if Amazon uses it for promoting other fraudulent activities?
@115850 @115821 @132994 @139570 @15316","@232597 I get your disappointment, Anurag. We have responded to your query here: https://t.co/vjZJ2zABIF. Request you to check. ^NK",security_privacy,SEED_REVIEW_REQUIRED
74634,"@AmazonHelp Si y me dicen que me ponga en contacto con vosotros, os doy el numero de pedido o algun dato?","@132714 Entiendo Asier. Por este medio no contamos con acceso a tu cuenta, puedes entrar en contacto con nuestro Soporte al Cliente mediante el siguiente enlace: https://t.co/OjvUxwnzPe. ^AZ",other_escalate,SEED_REVIEW_REQUIRED
226018,"@119625 I have been watching this is us almost completed all episodes, how would I know if I qualify.",@169618 It will be a luck draw. We wish you all the good luck on this. ^CB,content_media,SEED_REVIEW_REQUIRED
421872,"@AmazonHelp Yea, it said a refund was in process, only thing I can think off is when a co-worker noticed my torch on my phone active in my pocket",@215497 Perhaps.... Do you have one click activated on your account? ^NV,refund_return,SEED_REVIEW_REQUIRED
170918,"@AmazonHelp Asi es @AmazonHelp mi cuenta fue bloqueada, me di de alta con ustedes cerca de el buen fin, cometi un error en el modo de pago y mi cuenta quedó bloqueada, espero alguien me pueda dar  la atención de poder explicar como paso todo esto y se resuelva mi problema.","@155860 Comprendo, sentimos los inconvenientes que esto te pudiera causar. ¿Nos podrías indicar si has recibido un correo de parte de nuestro departamento de cuentas? ^KA",app_service_failure,SEED_REVIEW_REQUIRED
2553,"@116316 Hi. How can I restrict results to German language books, while searching titles on amazon.de?","@116315 Hi, just a question at the beginning - do you prefer answers in German or English? ^NW",feature_howto,SEED_REVIEW_REQUIRED
78854,@119625 Even the best quality video stream was blurry on my laptop. Any chance of getting better quality without it necessarily being HD?,@133582 Sorry to know your laptop is having issues. Let us have closer look into this. Please connect with our support team here: https://t.co/vlvfJr4nN9 and we'll assist you. ^HS,content_media,SEED_REVIEW_REQUIRED
164822,"Thanks, @115830 ! You've just turned my super-excited 7yo into a very sad 7yo by screwing up #XBoxOne dvy - order &amp; #AmazonPrime cancelled",@154203 I'm very sorry we have disappointed you! We'd like to help! Could you tell us more details about what's going on? ^HM,prime_subscription,SEED_REVIEW_REQUIRED
158745,@AmazonHelp The page just reloads indefinitely? I guess I can try again later. Just don't wanna miss deals !,"@152494 Thanks for letting us know! Are you using a browser or mobile device? If a browser, which browser are you using? ^JO",order_delivery,SEED_REVIEW_REQUIRED
111902,@119625 malyala movies ??,"@140850 We understand your concern. We keep adding/ updating the content on regular basis. Please stay tuned to our website. Further, I'll be sure to share your comments as feedback with our internal teams for a review. ^SV",content_media,SEED_REVIEW_REQUIRED
575363,I wasn’t able to add this to my cart and tried several times on my smartphone with and without WiFi on. Sad I had to miss the perfect Xmas gift/ deal of the day 😢@115821 @117795 #CustomerService https://t.co/afVaFRwuKh,"@255383 Sorry to hear that, Haley. Can I ask if you were able to try to place the order with an alternative device?^TI",connectivity,SEED_REVIEW_REQUIRED
622591,@115850 seens Amazon do not like and do not post negative feedback.. it looks they encourage seller to cheat the customer.. please see I have used any offensive language in feedback..but it was rejected and did not posted my review for the product .. #fraud #Customer @115821 https://t.co/9F6DFyKiEW,"@267766 That's quite a remark. Apologies for the experience. Please be known, to post a review, you need to adhere to the guidelines mentioned here: https://t.co/acJfOxV69Q Further, I'll share your comments with internal teams for review. ^SV",security_privacy,SEED_REVIEW_REQUIRED
